"LoincNumber","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property"
"12814-0","Potassium [Moles/volume] in Vitreous fluid","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"13314-0","Bacteria identified in Semen","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"13315-7","Bacteria identified in 24 hour Urine by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14093-9","Bacteria identified in Water by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14124-2","Bacteria [Presence] in Semen by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14172-1","Potassium [Moles/volume] in Synovial fluid","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14320-6","Deprecated Bacteria identified in Urine by Culture @1:100","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14325-5","Bacteria identified in Specimen by Environmental culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14394-1","Urea nitrogen [Mass/volume] in Pleural fluid","LP14492-0","Urea nitrogen","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14394-1","Urea nitrogen [Mass/volume] in Pleural fluid","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"14394-1","Urea nitrogen [Mass/volume] in Pleural fluid","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"14394-1","Urea nitrogen [Mass/volume] in Pleural fluid","LP7486-6","Plr fld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"14394-1","Urea nitrogen [Mass/volume] in Pleural fluid","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"14396-6","Urea nitrogen [Mass/volume] in Synovial fluid","LP14492-0","Urea nitrogen","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14396-6","Urea nitrogen [Mass/volume] in Synovial fluid","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"14396-6","Urea nitrogen [Mass/volume] in Synovial fluid","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"14396-6","Urea nitrogen [Mass/volume] in Synovial fluid","LP7592-1","Synv fld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"14396-6","Urea nitrogen [Mass/volume] in Synovial fluid","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"14402-2","Creatinine [Mass/volume] in Gastric fluid","LP14355-9","Creatinine","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14402-2","Creatinine [Mass/volume] in Gastric fluid","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"14402-2","Creatinine [Mass/volume] in Gastric fluid","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"14402-2","Creatinine [Mass/volume] in Gastric fluid","LP7255-5","Gast fld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"14402-2","Creatinine [Mass/volume] in Gastric fluid","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"14407-1","Phosphate [Mass/volume] in Gastric fluid","LP14912-7","Phosphate","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14407-1","Phosphate [Mass/volume] in Gastric fluid","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"14407-1","Phosphate [Mass/volume] in Gastric fluid","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"14407-1","Phosphate [Mass/volume] in Gastric fluid","LP7255-5","Gast fld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"14407-1","Phosphate [Mass/volume] in Gastric fluid","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"14475-8","Bacteria identified in Cervix by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14477-4","Bacteria identified in Urethra by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"14478-2","Bacteria identified in Penis by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"15202-5","Potassium [Moles/volume] in Stool","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"15507-7","Emergency department Progress note","LP74253-3","Progress note","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"15507-7","Emergency department Progress note","LP6813-2","Find","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"15507-7","Emergency department Progress note","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"15507-7","Emergency department Progress note","LP66706-0","Emergency department","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"15507-7","Emergency department Progress note","LP32888-7","Doc","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"15507-7","Emergency department Progress note","LP187178-1","{Role}","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"15507-7","Emergency department Progress note","LP173043-3","Emergency department","http://loinc.org","Document.Setting","DocumentOntology","http://loinc.org/property/document-setting"
"15507-7","Emergency department Progress note","LP173213-2","Progress","http://loinc.org","Document.TypeOfService","DocumentOntology","http://loinc.org/property/document-type-of-service"
"15507-7","Emergency department Progress note","LP173418-7","Note","http://loinc.org","Document.Kind","DocumentOntology","http://loinc.org/property/document-kind"
"15507-7","Emergency department Progress note","LP187187-2","{Role}","http://loinc.org","Document.Role","DocumentOntology","http://loinc.org/property/document-role"
"15508-5","Labor and delivery records","LP74122-0","Labor and delivery records","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"15508-5","Labor and delivery records","LP6813-2","Find","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"15508-5","Labor and delivery records","LP70420-2","-","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"15508-5","Labor and delivery records","LP310005-6","^Patient","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"15508-5","Labor and delivery records","LP32888-7","Doc","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"17279-1","Bacteria identified in Pleural fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17795-6","Potassium [Moles/volume] in Hyperal solution","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17898-8","Bacteria identified in Throat by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17909-3","Bacteria identified in Wound deep by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17915-0","Bacteria identified in Wound shallow by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17925-9","Bacteria identified in Wound deep by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17928-3","Bacteria identified in Blood by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17934-1","Bacteria identified in Blood by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17956-4","Bacteria identified in Body fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"17969-7","Deprecated Bacteria identified in Urine by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"18192-5","Bacteria [Presence] in Nose by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"18372-3","Potassium [Moles/time] in 6 hour Urine","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"19096-7","Electrolytes - single valence [Interpretation] in 24 hour Urine Narrative","LP19403-2","Electrolytes","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"19126-2","Bacteria identified in Bone marrow by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"19127-0","Bacteria identified in Sputum by Acute Respiratoy Distress (ARDS) culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"19128-8","Bacteria identified in Catheter tip by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"20474-3","Bacteria identified in Tissue by Biopsy culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"20693-8","Bacteria identified in Litter by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"20694-6","Bacteria identified in Embryo by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"20695-3","Bacteria [#/volume] in Mother's milk","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"20877-7","Bacteria identified in Isolate by Animal inoculation","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"20878-5","Bacteria identified in Isolate by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"20879-3","Bacteria identified in Milk by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"21020-3","Bacteria identified in Specimen by Anaerobe+Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"21476-7","Potassium [Moles/volume] in 24 hour Urine","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"22760-3","Potassium [Mass/volume] in Serum or Plasma","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"23667-9","Bacteria identified in Specimen","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"25145-4","Bacteria [Presence] in Urine sediment by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"25506-7","Potassium [Moles/mass] in Stool","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"27441-5","Potassium [Moles/mass] in 24 hour Stool","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2819-1","Potassium [Moles/volume] in Cerebral spinal fluid","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2820-9","Potassium [Moles/volume] in Dialysis fluid","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2821-7","Potassium [Moles/volume] in Body fluid","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2822-5","Potassium [Moles/volume] in Gastric fluid","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2823-3","Potassium [Moles/volume] in Serum or Plasma","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2824-1","Potassium [Moles/volume] in Red Blood Cells","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2825-8","Potassium [Moles/volume] in Saliva (oral fluid)","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2826-6","Potassium [Moles/time] in 72 hour Stool","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2827-4","Potassium [Moles/volume] in Sweat","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2828-2","Potassium [Moles/volume] in Urine","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2829-0","Potassium [Moles/time] in 24 hour Urine","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"2830-8","Potassium renal clearance in 24 hour Urine and Serum or Plasma","LP174078-8","Potassium renal clearance","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"30549-0","Potassium [Moles/volume] in Total parental nutrition","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"3105-4","Urobilinogen [Presence] in Stool","LP15942-3","Urobilinogen","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"3105-4","Urobilinogen [Presence] in Stool","LP217195-9","PrThr","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"3105-4","Urobilinogen [Presence] in Stool","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"3105-4","Urobilinogen [Presence] in Stool","LP7604-4","Stool","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"3105-4","Urobilinogen [Presence] in Stool","LP7751-3","Ord","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"31157-1","Carboxyhemoglobin [Mass/volume] in Blood","LP21418-6","Carboxyhemoglobin","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"31157-1","Carboxyhemoglobin [Mass/volume] in Blood","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"31157-1","Carboxyhemoglobin [Mass/volume] in Blood","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"31157-1","Carboxyhemoglobin [Mass/volume] in Blood","LP7057-5","Bld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"31157-1","Carboxyhemoglobin [Mass/volume] in Blood","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"31219-9","Afipia felis IgM Ab [Units/volume] in Serum","LP36995-6","Afipia felis Ab.IgM","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"31219-9","Afipia felis IgM Ab [Units/volume] in Serum","LP6773-8","ACnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"31219-9","Afipia felis IgM Ab [Units/volume] in Serum","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"31219-9","Afipia felis IgM Ab [Units/volume] in Serum","LP7567-3","Ser","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"31219-9","Afipia felis IgM Ab [Units/volume] in Serum","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"31750-3","Bovine inner ear Ag [Presence] in Serum or Plasma","LP37400-6","Bovine inner ear Ag","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"31750-3","Bovine inner ear Ag [Presence] in Serum or Plasma","LP217195-9","PrThr","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"31750-3","Bovine inner ear Ag [Presence] in Serum or Plasma","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"31750-3","Bovine inner ear Ag [Presence] in Serum or Plasma","LP7576-4","Ser/Plas","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"31750-3","Bovine inner ear Ag [Presence] in Serum or Plasma","LP7751-3","Ord","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"32336-0","Potassium [Moles/volume] in Specimen","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"32355-0","Bacteria identified in Specimen by Respiratory culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"32367-5","Bacteria identified in Isolate by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"32550-6","Potassium [Molar amount] in Urine collected for unspecified duration","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"32713-0","Potassium [Moles/volume] in Arterial blood","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"32763-5","Bacteria [Presence] in Specimen by Wet preparation","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"32810-4","Bacteria identified in Bronchial specimen","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"33218-9","Bacteria [#/area] in Urine sediment by Automated count","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"34703-9","Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 IU/mL","LP38335-3","Hepatitis C virus RNA","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"34703-9","Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 IU/mL","LP6773-8","ACnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"34703-9","Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 IU/mL","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"34703-9","Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 IU/mL","LP7576-4","Ser/Plas","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"34703-9","Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 IU/mL","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"34703-9","Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 IU/mL","LP32733-5","Probe.amp.tar detection limit = 500 IU/mL","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"35677-4","Potassium [Moles/volume] in Urine collected for unspecified duration","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"36921-5","Herpes simplex virus 1+2 IgG Ab [Presence] in Serum","LP38373-4","Herpes simplex virus 1+2 Ab.IgG","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"36921-5","Herpes simplex virus 1+2 IgG Ab [Presence] in Serum","LP217195-9","PrThr","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"36921-5","Herpes simplex virus 1+2 IgG Ab [Presence] in Serum","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"36921-5","Herpes simplex virus 1+2 IgG Ab [Presence] in Serum","LP7567-3","Ser","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"36921-5","Herpes simplex virus 1+2 IgG Ab [Presence] in Serum","LP7751-3","Ord","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"38292-9","1,1-Dichloroethylene [Mass/volume] in Water","LP34404-1","1,1-Dichloroethylene","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"38292-9","1,1-Dichloroethylene [Mass/volume] in Water","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"38292-9","1,1-Dichloroethylene [Mass/volume] in Water","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"38292-9","1,1-Dichloroethylene [Mass/volume] in Water","LP7719-0","Water","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"38292-9","1,1-Dichloroethylene [Mass/volume] in Water","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"39785-1","Potassium [Moles/volume] in Peritoneal dialysis fluid","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"39789-3","Potassium [Moles/volume] in Venous blood","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"39790-1","Potassium [Moles/volume] in Capillary blood","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"41598-4","Bacteria [Presence] in Pericardial fluid by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"41599-2","Bacteria [Presence] in Body fluid by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"41600-8","Bacteria [Presence] in Synovial fluid by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"41601-6","Bacteria [Presence] in Peritoneal fluid by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"41602-4","Bacteria [Presence] in Cerebral spinal fluid by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"41603-2","Bacteria [Presence] in Pleural fluid by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"41656-0","Potassium [Moles/volume] in Mixed venous blood","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"41741-0","Deprecated Bacteria identified in Unspecified specimen","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"42569-4","Potassium [Mass or Moles/volume] in Serum or Plasma","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"42661-9","Bacteria identified in Isolate by Pulsed-Field Gel Electrophoresis (PFGE)","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
